연도,노선명,역명,승차총승객수,하차총승객수
2022,2호선,잠실,64727,64090
2022,2호선,삼성,51327,51487
2022,2호선,강남,85391,82379
2022,2호선,교대,32733,36418
2022,2호선,방배,15866,16619
2022,2호선,사당,34666,37483
2022,2호선,봉천,23214,21790
2022,2호선,신림,60772,59804
2022,2호선,신대방,25306,24891
2022,2호선,구로디지털단지,59242,59546
2022,2호선,대림,23052,23603
2022,2호선,신도림,45212,44424
2022,2호선,문래,21009,21382
2022,2호선,시청,23059,22320
2022,2호선,신당,13257,13645
2022,2호선,상왕십리,13966,13690
2022,2호선,왕십리,14976,12878
2022,2호선,한양대,6562,6864
2022,2호선,성수,37858,40830
2022,2호선,건대입구,33545,35694
2022,2호선,구의,23268,22898
2022,2호선,잠실나루,14187,13784
2022,2호선,잠실,66777,66556
2022,2호선,삼성,51897,52051
2022,2호선,강남,86215,84876
2022,2호선,교대,32862,36863
2022,2호선,방배,15974,16705
2022,2호선,사당,35198,38257
2022,2호선,봉천,23149,21742
2022,2호선,신림,61525,60435
2022,2호선,신대방,25768,25322
2022,2호선,구로디지털단지,59838,59844
2022,2호선,대림,22873,23441
2022,2호선,신도림,45958,45152
2022,2호선,문래,21285,21568
2022,2호선,영등포구청,22693,23193
2022,2호선,당산,17993,20798
2022,2호선,합정,30267,31207
2022,2호선,홍대입구,52648,53736
2022,2호선,이대,11983,12783
2022,2호선,아현,9623,9234
2022,2호선,충정로,9581,10007
2022,2호선,용답,2556,2561
2022,2호선,신설동,3150,3304
2022,2호선,양천구청,6599,7084
2022,2호선,용두,2369,2475
2022,2호선,강남,90564,89305
2022,2호선,건대입구,35800,38542
2022,2호선,교대,33746,37815
2022,2호선,구로디지털단지,60359,60335
2022,2호선,구의,23939,23552
2022,2호선,당산,18231,21128
2022,2호선,대림,23470,23930
2022,2호선,문래,21239,21538
2022,2호선,방배,16036,16883
2022,2호선,봉천,23682,21644
2022,2호선,사당,36489,39801
2022,2호선,삼성,52489,51923
2022,2호선,상왕십리,14213,13699
2022,2호선,성수,37819,40772
2022,2호선,시청,22937,22052
2022,2호선,신당,13587,14258
2022,2호선,신대방,26247,25659
2022,2호선,신도림,47620,47339
2022,2호선,신림,62877,61917
2022,2호선,신설동,3522,3708
2022,2호선,아현,9899,9562
2022,2호선,양천구청,6775,7161
2022,2호선,영등포구청,22864,23363
2022,2호선,왕십리,15674,13798
2022,2호선,용답,2621,2577
2022,2호선,용두,2419,2510
2022,2호선,이대,12498,13094
2022,2호선,잠실,69885,69051
2022,2호선,잠실나루,14385,13647
2022,2호선,충정로,9560,10091
2022,2호선,한양대,6739,6869
2022,2호선,합정,31769,33136
2022,2호선,홍대입구,57310,59625
2022,2호선,시청,7036,6120
2022,2호선,신당,10320,10886
2022,2호선,상왕십리,9222,8674
2022,2호선,왕십리,12464,11065
2022,2호선,한양대,6538,6293
2022,2호선,성수,17929,19777
2022,2호선,건대입구,32797,34819
2022,2호선,구의,15359,15137
2022,2호선,잠실나루,6888,6758
2022,2호선,잠실,60847,58266
2022,2호선,삼성,27958,27740
2022,2호선,강남,60515,59780
2022,2호선,교대,15895,17914
2022,2호선,방배,9138,9411
2022,2호선,사당,28402,31021
2022,2호선,봉천,16146,15061
2022,2호선,신림,47240,45940
2022,2호선,신대방,18637,18169
2022,2호선,구로디지털단지,32316,31994
2022,2호선,대림,16817,17773
2022,2호선,신도림,36645,37148
2022,2호선,문래,11239,11732
2022,2호선,영등포구청,11818,12321
2022,2호선,당산,11426,12499
2022,2호선,합정,26459,28046
2022,2호선,홍대입구,58826,62640
2022,2호선,이대,9073,9691
2022,2호선,아현,6545,6335
2022,2호선,충정로,5107,5317
2022,2호선,용답,1993,1994
2022,2호선,신설동,3201,3326
2022,2호선,양천구청,4102,4253
2022,2호선,용두,1696,1639
2022,2호선,시청,5038,4060
2022,2호선,신당,7318,7725
2022,2호선,상왕십리,6231,6251
2022,2호선,왕십리,8510,7814
2022,2호선,한양대,1987,2154
2022,2호선,성수,12457,13292
2022,2호선,건대입구,24608,25544
2022,2호선,구의,10463,10625
2022,2호선,잠실나루,4569,4816
2022,2호선,잠실,44557,41825
2022,2호선,삼성,20078,19485
2022,2호선,강남,33870,32354
2022,2호선,교대,9310,10445
2022,2호선,방배,6284,6667
2022,2호선,사당,19329,21450
2022,2호선,봉천,11298,11176
2022,2호선,신림,34676,33117
2022,2호선,신대방,13847,13732
2022,2호선,구로디지털단지,21940,21522
2022,2호선,대림,12846,13140
2022,2호선,신도림,25126,25449
2022,2호선,문래,6785,7046
2022,2호선,영등포구청,7202,7598
2022,2호선,당산,7604,8252
2022,2호선,합정,19238,19963
2022,2호선,홍대입구,45921,44982
2022,2호선,이대,6310,6983
2022,2호선,아현,4693,4731
2022,2호선,충정로,3400,3725
2022,2호선,용답,1521,1500
2022,2호선,신설동,2837,3072
2022,2호선,양천구청,2941,3085
2022,2호선,용두,959,937
2022,2호선,용두,2335,2423
2022,2호선,양천구청,6670,7054
2022,2호선,신설동,3143,3238
2022,2호선,용답,2527,2617
2022,2호선,충정로,9610,10025
2022,2호선,이대,11878,12798
2022,2호선,홍대입구,49806,50788
2022,2호선,합정,29018,29899
2022,2호선,당산,17617,20631
2022,2호선,영등포구청,22973,23544
2022,2호선,문래,21304,21584
2022,2호선,신도림,44858,44104
2022,2호선,대림,23362,23746
2022,2호선,구로디지털단지,59721,60233
2022,2호선,신대방,25638,25207
2022,2호선,신림,60732,57854
2022,2호선,봉천,23478,22286
2022,2호선,사당,34247,37503
2022,2호선,방배,15813,16478
2022,2호선,교대,33745,37667
2022,2호선,강남,86972,84796
2022,2호선,삼성,50835,51226
2022,2호선,잠실,64779,64626
2022,2호선,잠실나루,14176,13873
2022,2호선,구의,23013,23157
2022,2호선,건대입구,32965,34829
2022,2호선,성수,36921,39531
2022,2호선,한양대,6502,6873
2022,2호선,왕십리,14365,12333
2022,2호선,상왕십리,13596,13349
2022,2호선,신당,13102,13557
2022,2호선,시청,22481,21847
2022,2호선,아현,9578,9292
2022,2호선,용두,2258,2377
2022,2호선,양천구청,6690,7114
2022,2호선,신설동,3225,3225
2022,2호선,용답,2461,2519
2022,2호선,충정로,9885,10301
2022,2호선,아현,9978,9814
2022,2호선,이대,12099,12874
2022,2호선,홍대입구,51041,51762
2022,2호선,합정,29837,30798
2022,2호선,당산,17596,20540
2022,2호선,영등포구청,23515,23729
2022,2호선,문래,21732,21966
2022,2호선,신도림,45109,44212
2022,2호선,대림,22680,23428
2022,2호선,구로디지털단지,60101,60296
2022,2호선,신대방,25584,25168
2022,2호선,신림,61582,60628
2022,2호선,봉천,23283,22028
2022,2호선,사당,35225,38314
2022,2호선,방배,16287,16982
2022,2호선,교대,34511,38936
2022,2호선,강남,89258,87157
2022,2호선,삼성,52846,52687
2022,2호선,잠실,66829,66520
2022,2호선,잠실나루,14215,14055
2022,2호선,구의,23454,23366
2022,2호선,건대입구,33189,34920
2022,2호선,성수,38340,40973
2022,2호선,한양대,6698,7035
2022,2호선,왕십리,15001,12693
2022,2호선,상왕십리,13856,13681
2022,2호선,신당,13148,13825
2022,2호선,시청,23778,22743
2022,2호선,시청,23644,22461
2022,2호선,신당,12979,13643
2022,2호선,상왕십리,13705,13556
2022,2호선,왕십리,14997,12498
2022,2호선,한양대,6882,7276
2022,2호선,성수,38123,40786
2022,2호선,건대입구,33270,35293
2022,2호선,구의,23183,22949
2022,2호선,잠실나루,14140,13580
2022,2호선,잠실,67271,67606
2022,2호선,삼성,52432,52235
2022,2호선,강남,87834,85411
2022,2호선,교대,34409,38731
2022,2호선,방배,16089,16860
2022,2호선,사당,35068,38291
2022,2호선,봉천,22923,21656
2022,2호선,신림,61441,60475
2022,2호선,신대방,25215,24792
2022,2호선,구로디지털단지,59366,59222
2022,2호선,대림,22714,23250
2022,2호선,신도림,45623,44751
2022,2호선,문래,21150,21525
2022,2호선,영등포구청,22668,23203
2022,2호선,당산,17593,20400
2022,2호선,합정,30220,30838
2022,2호선,홍대입구,51272,52155
2022,2호선,이대,12061,12662
2022,2호선,아현,9560,9166
2022,2호선,충정로,9740,10259
2022,2호선,용답,2521,2565
2022,2호선,신설동,3237,3363
2022,2호선,양천구청,6599,7022
2022,2호선,용두,2200,2273
2022,2호선,용두,2259,2330
2022,2호선,양천구청,6605,7078
2022,2호선,신설동,3367,3392
2022,2호선,용답,2525,2582
2022,2호선,충정로,9663,10144
2022,2호선,아현,9618,9537
2022,2호선,이대,12298,12871
2022,2호선,홍대입구,53135,54210
2022,2호선,합정,30694,31763
2022,2호선,당산,17490,20448
2022,2호선,영등포구청,23034,23257
2022,2호선,문래,21365,21690
2022,2호선,신도림,46183,45513
2022,2호선,대림,22617,23078
2022,2호선,구로디지털단지,59515,59456
2022,2호선,신대방,25380,25027
2022,2호선,신림,61880,60695
2022,2호선,봉천,22802,21541
2022,2호선,사당,35641,38657
2022,2호선,방배,15889,16837
2022,2호선,교대,34352,38733
2022,2호선,강남,88800,86176
2022,2호선,삼성,51985,52135
2022,2호선,잠실,67588,67405
2022,2호선,잠실나루,14198,13822
2022,2호선,구의,23147,23129
2022,2호선,건대입구,33964,36095
2022,2호선,성수,38518,41057
2022,2호선,한양대,6760,6853
2022,2호선,왕십리,15055,12718
2022,2호선,상왕십리,13851,13833
2022,2호선,신당,12914,13585
2022,2호선,시청,23992,22778
2022,2호선,시청,23053,22076
2022,2호선,신당,13709,14421
2022,2호선,상왕십리,14259,13930
2022,2호선,왕십리,15777,13430
2022,2호선,한양대,6764,6975
2022,2호선,성수,38263,41347
2022,2호선,건대입구,35679,38014
2022,2호선,구의,23552,23510
2022,2호선,잠실나루,14157,13648
2022,2호선,잠실,69692,69282
2022,2호선,삼성,51995,51864
2022,2호선,강남,92109,89913
2022,2호선,교대,34541,39052
2022,2호선,방배,16412,16989
2022,2호선,사당,36555,39892
2022,2호선,봉천,23410,21848
2022,2호선,신림,63065,61543
2022,2호선,신대방,26186,25311
2022,2호선,구로디지털단지,59640,59669
2022,2호선,대림,23083,23589
2022,2호선,신도림,47111,46943
2022,2호선,문래,21296,21586
2022,2호선,영등포구청,22801,23284
2022,2호선,당산,18078,20907
2022,2호선,합정,32668,34199
2022,2호선,홍대입구,57559,59788
2022,2호선,이대,12802,13430
2022,2호선,아현,9924,9579
2022,2호선,충정로,9688,10179
2022,2호선,용답,2593,2617
2022,2호선,신설동,3571,3605
2022,2호선,양천구청,6683,7223
2022,2호선,용두,2459,2509
2022,2호선,용두,1749,1777
2022,2호선,양천구청,4190,4298
2022,2호선,신설동,3255,3267
2022,2호선,용답,2008,2012
2022,2호선,충정로,5111,5547
2022,2호선,아현,6761,6644
2022,2호선,이대,9262,9650
2022,2호선,홍대입구,63354,66211
2022,2호선,합정,27867,29613
2022,2호선,당산,11694,12807
2022,2호선,영등포구청,12719,13282
2022,2호선,문래,11697,12307
2022,2호선,신도림,37671,38059
2022,2호선,대림,16604,17688
2022,2호선,구로디지털단지,32413,31999
2022,2호선,신대방,18666,18174
2022,2호선,신림,48103,46495
2022,2호선,봉천,16295,15314
2022,2호선,사당,28815,31814
2022,2호선,방배,9099,9284
2022,2호선,교대,16184,18197
2022,2호선,강남,61843,60249
2022,2호선,삼성,28176,28283
2022,2호선,잠실,60696,58670
2022,2호선,잠실나루,6753,6702
2022,2호선,구의,15604,15382
2022,2호선,건대입구,33201,35238
2022,2호선,성수,19032,21324
2022,2호선,한양대,3350,3440
2022,2호선,왕십리,12259,10647
2022,2호선,상왕십리,9184,8953
2022,2호선,신당,10331,10976
2022,2호선,시청,7655,6573
2022,2호선,시청,5505,4399
2022,2호선,신당,7750,8216
2022,2호선,상왕십리,6472,6525
2022,2호선,왕십리,9397,8149
2022,2호선,한양대,3167,3256
2022,2호선,성수,13839,14648
2022,2호선,건대입구,25753,26300
2022,2호선,구의,10838,11075
2022,2호선,잠실나루,4683,4844
2022,2호선,잠실,47523,44419
2022,2호선,삼성,19624,18701
2022,2호선,강남,35106,32806
2022,2호선,교대,9862,10929
2022,2호선,방배,6262,6766
2022,2호선,사당,20188,21859
2022,2호선,봉천,11421,11409
2022,2호선,신림,35219,35149
2022,2호선,신대방,14041,13784
2022,2호선,구로디지털단지,22203,22088
2022,2호선,대림,12922,13107
2022,2호선,신도림,25969,26243
2022,2호선,문래,7492,7700
2022,2호선,영등포구청,7462,8112
2022,2호선,당산,7602,8251
2022,2호선,합정,20404,21398
2022,2호선,홍대입구,49697,48109
2022,2호선,이대,6231,6835
2022,2호선,아현,4821,4879
2022,2호선,충정로,3636,3917
2022,2호선,용답,1515,1540
2022,2호선,신설동,3054,3101
2022,2호선,양천구청,3011,3237
2022,2호선,용두,1133,1153
2022,2호선,당산,17546,20313
2022,2호선,삼성,53146,52136
2022,2호선,강남,88930,85584
2022,2호선,교대,34233,38193
2022,2호선,방배,15842,16561
2022,2호선,사당,34328,37450
2022,2호선,아현,9613,9436
2022,2호선,시청,23726,22148
2022,2호선,신당,13035,13586
2022,2호선,상왕십리,13947,13984
2022,2호선,왕십리,14705,12345
2022,2호선,한양대,6873,7136
2022,2호선,성수,38279,40288
2022,2호선,건대입구,33133,34967
2022,2호선,구의,22994,23412
2022,2호선,잠실나루,14241,13950
2022,2호선,잠실,64564,64198
2022,2호선,봉천,23049,22130
2022,2호선,신림,61183,60578
2022,2호선,신대방,25558,25487
2022,2호선,구로디지털단지,59603,59983
2022,2호선,대림,23229,23905
2022,2호선,신도림,45311,44128
2022,2호선,문래,21661,21772
2022,2호선,영등포구청,23372,23785
2022,2호선,합정,29119,29771
2022,2호선,홍대입구,50570,51028
2022,2호선,이대,12291,13001
2022,2호선,충정로,9849,10355
2022,2호선,용답,2583,2660
2022,2호선,신설동,3383,3380
2022,2호선,양천구청,6722,7172
2022,2호선,용두,2321,2465
2022,2호선,용두,2349,2404
2022,2호선,양천구청,6974,7320
2022,2호선,신설동,3107,3241
2022,2호선,용답,2569,2585
2022,2호선,충정로,9857,10302
2022,2호선,아현,9723,9511
2022,2호선,이대,12524,13144
2022,2호선,홍대입구,51102,52065
2022,2호선,합정,29976,30890
2022,2호선,당산,18089,20852
2022,2호선,영등포구청,23506,24332
2022,2호선,문래,21682,22147
2022,2호선,신도림,46099,45475
2022,2호선,대림,23459,24048
2022,2호선,구로디지털단지,60453,60605
2022,2호선,신대방,25837,25414
2022,2호선,신림,62161,60911
2022,2호선,봉천,23526,22135
2022,2호선,사당,35643,38624
2022,2호선,방배,16207,17181
2022,2호선,교대,35021,39443
2022,2호선,강남,89782,87751
2022,2호선,삼성,53289,53589
2022,2호선,잠실,67048,66552
2022,2호선,잠실나루,14619,14153
2022,2호선,구의,23893,23735
2022,2호선,건대입구,33338,35426
2022,2호선,성수,38592,41346
2022,2호선,한양대,7083,7250
2022,2호선,왕십리,15150,12317
2022,2호선,상왕십리,14106,13867
2022,2호선,신당,13142,13481
2022,2호선,시청,24222,23215
2022,2호선,구로디지털단지,61216,61080
2022,2호선,신대방,25734,25379
2022,2호선,신림,62548,62373
2022,2호선,봉천,23578,22441
2022,2호선,사당,36668,39637
2022,2호선,방배,16914,17669
2022,2호선,교대,36189,40801
2022,2호선,강남,90594,87403
2022,2호선,삼성,56330,55876
2022,2호선,잠실,69130,68694
2022,2호선,잠실나루,15639,14956
2022,2호선,구의,24245,24253
2022,2호선,건대입구,33779,35685
2022,2호선,성수,40186,42157
2022,2호선,한양대,7195,7433
2022,2호선,왕십리,15848,12864
2022,2호선,상왕십리,14684,14348
2022,2호선,신당,13569,14258
2022,2호선,시청,25606,24139
2022,2호선,대림,23731,24232
2022,2호선,용두,2341,2502
2022,2호선,양천구청,6940,7493
2022,2호선,신설동,3479,3553
2022,2호선,용답,2582,2648
2022,2호선,충정로,10254,10704
2022,2호선,아현,9834,9750
2022,2호선,이대,12796,13518
2022,2호선,홍대입구,51993,53039
2022,2호선,합정,31235,31814
2022,2호선,당산,18267,21182
2022,2호선,영등포구청,23894,24371
2022,2호선,문래,22663,22653
2022,2호선,신도림,47425,47296
2022,2호선,용두,2466,2522
2022,2호선,양천구청,6930,7353
2022,2호선,신설동,3392,3558
2022,2호선,용답,2727,2738
2022,2호선,충정로,9797,10328
2022,2호선,아현,9856,9584
2022,2호선,이대,12714,13357
2022,2호선,홍대입구,53551,54651
2022,2호선,합정,31230,32291
2022,2호선,당산,18206,21111
2022,2호선,영등포구청,23554,24135
2022,2호선,문래,21923,22405
2022,2호선,신도림,47551,46788
2022,2호선,대림,23382,23917
2022,2호선,구로디지털단지,60461,60614
2022,2호선,신대방,26130,25583
2022,2호선,신림,63222,61648
2022,2호선,봉천,23769,22294
2022,2호선,사당,36242,39568
2022,2호선,방배,16234,17152
2022,2호선,교대,35367,40064
2022,2호선,강남,89339,87282
2022,2호선,삼성,54633,55286
2022,2호선,잠실,68645,68286
2022,2호선,잠실나루,14754,14335
2022,2호선,구의,24105,23835
2022,2호선,건대입구,34628,36305
2022,2호선,성수,38950,42255
2022,2호선,한양대,7056,7319
2022,2호선,왕십리,15655,12912
2022,2호선,상왕십리,14194,13999
2022,2호선,신당,13600,13993
2022,2호선,시청,24189,23385
2022,2호선,용두,2638,2632
2022,2호선,양천구청,7020,7331
2022,2호선,신설동,3684,3827
2022,2호선,용답,2731,2715
2022,2호선,충정로,9741,10424
2022,2호선,아현,10267,9775
2022,2호선,이대,13181,13798
2022,2호선,홍대입구,56189,58740
2022,2호선,합정,33005,34126
2022,2호선,당산,18649,21227
2022,2호선,영등포구청,23396,24073
2022,2호선,문래,21519,22047
2022,2호선,신도림,48182,47848
2022,2호선,대림,23870,24356
2022,2호선,구로디지털단지,60224,60333
2022,2호선,신대방,26493,25795
2022,2호선,신림,64508,63198
2022,2호선,봉천,24029,22448
2022,2호선,사당,38617,42109
2022,2호선,방배,16490,17151
2022,2호선,교대,35779,40689
2022,2호선,강남,92932,91167
2022,2호선,삼성,56085,56247
2022,2호선,잠실,70855,69615
2022,2호선,잠실나루,14987,14366
2022,2호선,구의,24357,24180
2022,2호선,건대입구,37184,39631
2022,2호선,성수,38604,41760
2022,2호선,한양대,6751,6987
2022,2호선,왕십리,16154,13329
2022,2호선,상왕십리,14523,14192
2022,2호선,신당,14019,14446
2022,2호선,시청,23783,22915
2022,2호선,용두,1802,1872
2022,2호선,양천구청,4165,4338
2022,2호선,신설동,3456,3578
2022,2호선,용답,2034,2034
2022,2호선,충정로,5515,5854
2022,2호선,아현,7086,6639
2022,2호선,이대,9315,9935
2022,2호선,홍대입구,63399,66290
2022,2호선,합정,28460,30303
2022,2호선,당산,11798,13361
2022,2호선,영등포구청,12760,13427
2022,2호선,문래,11744,12547
2022,2호선,신도림,38224,38760
2022,2호선,시청,8444,7588
2022,2호선,대림,16973,18046
2022,2호선,구로디지털단지,33563,32984
2022,2호선,신대방,19185,18438
2022,2호선,신림,49464,48148
2022,2호선,봉천,17091,15840
2022,2호선,사당,30064,32649
2022,2호선,방배,9610,10034
2022,2호선,교대,16627,18904
2022,2호선,강남,62465,61334
2022,2호선,삼성,32095,31891
2022,2호선,잠실,62632,59632
2022,2호선,잠실나루,7072,6924
2022,2호선,구의,16009,15875
2022,2호선,건대입구,33819,36161
2022,2호선,성수,19625,21745
2022,2호선,한양대,3162,3182
2022,2호선,왕십리,12759,10681
2022,2호선,상왕십리,9668,9436
2022,2호선,신당,10598,11232
2022,2호선,시청,5496,4478
2022,2호선,신당,7702,8249
2022,2호선,상왕십리,6585,6569
2022,2호선,왕십리,8770,7440
2022,2호선,한양대,2244,2381
2022,2호선,성수,13693,14782
2022,2호선,건대입구,26000,26891
2022,2호선,구의,11127,11341
2022,2호선,잠실나루,4828,4870
2022,2호선,잠실,46400,43069
2022,2호선,삼성,21348,20506
2022,2호선,강남,35304,33656
2022,2호선,교대,9695,10548
2022,2호선,방배,6479,6889
2022,2호선,사당,20511,22655
2022,2호선,봉천,11753,11240
2022,2호선,신림,35605,35342
2022,2호선,신대방,14337,13949
2022,2호선,구로디지털단지,22260,21887
2022,2호선,대림,13772,14012
2022,2호선,신도림,26144,26681
2022,2호선,문래,7514,7800
2022,2호선,영등포구청,7427,7712
2022,2호선,당산,7942,8701
2022,2호선,합정,20462,21316
2022,2호선,홍대입구,48221,47073
2022,2호선,이대,6505,6987
2022,2호선,아현,4975,5010
2022,2호선,충정로,3984,4224
2022,2호선,용답,1605,1698
2022,2호선,신설동,3018,3214
2022,2호선,양천구청,3112,3189
2022,2호선,용두,1174,1164
2022,2호선,한양대,6735,7138
2022,2호선,신대방,25842,25183
2022,2호선,신림,61664,60370
2022,2호선,봉천,23519,22260
2022,2호선,사당,34740,37793
2022,2호선,방배,16018,16620
2022,2호선,교대,33998,38309
2022,2호선,강남,87455,85914
2022,2호선,삼성,51731,52110
2022,2호선,잠실,65603,65223
2022,2호선,잠실나루,14717,14353
2022,2호선,구의,23327,23137
2022,2호선,건대입구,33272,35081
2022,2호선,성수,38072,40892
2022,2호선,왕십리,15088,12382
2022,2호선,상왕십리,14008,13747
2022,2호선,신당,13272,13689
2022,2호선,시청,23356,22691
2022,2호선,용두,2578,2704
2022,2호선,양천구청,6740,7119
2022,2호선,신설동,3259,3414
2022,2호선,용답,2643,2621
2022,2호선,충정로,9811,10317
2022,2호선,아현,9899,9503
2022,2호선,이대,12397,13002
2022,2호선,홍대입구,49818,50731
2022,2호선,합정,29409,30278
2022,2호선,당산,17910,20787
2022,2호선,영등포구청,23502,24051
2022,2호선,문래,21413,21805
2022,2호선,신도림,45960,45048
2022,2호선,대림,23866,24506
2022,2호선,구로디지털단지,59992,60197
2022,2호선,구의,23800,23661
2022,2호선,건대입구,33503,35380
2022,2호선,성수,38914,41723
2022,2호선,한양대,6611,6959
2022,2호선,왕십리,15280,12865
2022,2호선,상왕십리,14104,13925
2022,2호선,신당,13655,14251
2022,2호선,시청,24495,23416
2022,2호선,용두,2461,2576
2022,2호선,양천구청,6934,7325
2022,2호선,신설동,3243,3388
2022,2호선,용답,2618,2647
2022,2호선,충정로,9924,10414
2022,2호선,이대,12463,13282
2022,2호선,홍대입구,50950,51776
2022,2호선,합정,30529,31710
2022,2호선,당산,18259,21084
2022,2호선,영등포구청,23710,24357
2022,2호선,문래,22017,22328
2022,2호선,신도림,45798,45147
2022,2호선,대림,23697,24226
2022,2호선,구로디지털단지,60520,60634
2022,2호선,신대방,25965,25391
2022,2호선,신림,61983,60624
2022,2호선,봉천,23996,22385
2022,2호선,사당,36033,39314
2022,2호선,방배,17753,18454
2022,2호선,교대,35010,39389
2022,2호선,강남,88820,86868
2022,2호선,삼성,53338,53772
2022,2호선,잠실,67366,67356
